building_id,research_record_id,research_year,canonical_name,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,confidence,needs_review
CHI-POSTFIRE-CHI1879-006,CHI1879-006,1879,Cyrus H. McCormick Mansion,1875,1879,exact,1879,1954,exact,Sanitary District office development,demolished,135 Rush Street at Erie Street; southeast corner Rush and Huron/Erie block,Approx. 675 N Rush St,,,mansion,single-family residence,Cudell & Blumenthal,Cyrus H. and Nettie Fowler McCormick,Lake Superior sandstone masonry; German Renaissance residence; interior structural system not fully documented,3,,completion_and_occupancy_phase,,The masonry mansion was erected after the 1874 citywide restriction on new wood construction.,"The residence was four years in construction, beginning in 1875 and occupied in 1879; a major social dedication followed in May 1880. Contemporary description records three principal stories, brown sandstone, a concert hall and advanced electrical apparatus.",medium,true
CHI-POSTFIRE-CHI1879-024,CHI1879-024,1879,Farwell Hall YMCA gymnasium and bath addition,1879,1879,year_only,1879,,,,demolished/unknown,"Farwell Hall, downtown Chicago; exact 1879 street number unresolved",,,,recreation_addition,gymnasium and bathing facilities,,Young Men's Christian Association of Chicago,material and structural system not stated,,,building_addition,Farwell Hall YMCA,A public-health and recreation addition after the fire; material and fire-code details require YMCA property records.,"YMCA of Metropolitan Chicago's institutional chronology states that a gymnasium and bath were added to Farwell Hall in 1879. Exact dimensions, architect, materials and address remain unresolved.",medium,true
CHI-POSTFIRE-CHI1879-018,CHI1879-018,1879,Holy Family Sodality building,1879,1879,exact,1879,,,,demolished/unknown,Behind Holy Family Church,Holy Family Church complex near 1080 W Roosevelt Rd,,,parish_hall,"Catholic sodality meetings, reading room and libraries",,Holy Family Catholic parish,material not stated,,,new_construction_or_complex_addition,Holy Family Church complex,A large institutional addition in the post-fire city; material and exact fireproofing require parish or permit records.,"Erected behind the church in 1879 at a reported cost of $40,000. Andreas describes meeting rooms and halls, a reading room, and two libraries totaling approximately 3,000 volumes.",high,true
CHI-POSTFIRE-CHI1879-011,CHI1879-011,1879,Kedzie Avenue bridge over the Illinois and Michigan Canal,1879,1879,exact,1879,,,,demolished/replaced,Kedzie Avenue over the Illinois and Michigan Canal,Kedzie Avenue near the Chicago Sanitary and Ship Canal corridor,,,bridge,street crossing,Massillon Bridge Company,Town of Cicero with shared public expense,single-span wrought-iron bridge,,,new_infrastructure,,Wrought iron provided a durable noncombustible crossing; this site lay in adjacent Cicero rather than within the 1879 city boundary.,"Completed March 1, 1879. Retained as metropolitan infrastructure tied to Chicago circulation, but flagged because the contemporary jurisdiction was the Town of Cicero.",high,true
CHI-POSTFIRE-CHI1879-012,CHI1879-012,1879,LaSalle Street tunnel south-end footbridge,1879,1879,exact,1879,,,,demolished/replaced,South end of LaSalle Street tunnel,LaSalle Street at the Chicago River,,,pedestrian_bridge,pedestrian crossing over tunnel approach,,City of Chicago,material not stated,,,infrastructure_addition,LaSalle Street tunnel,A public-safety access improvement to major post-fire municipal infrastructure; material and ordinance details are not stated.,"Andreas reports that a footbridge was placed over the south end of the LaSalle Street tunnel in January 1879. Exact span, material and removal date remain unknown.",medium,true
CHI-POSTFIRE-CHI1879-005,CHI1879-005,1879,Laflin Building,1879,1879,exact,1879,,,redevelopment in phases,demolished,Southeast corner Randolph Street and Wabash Avenue; 64-66 Wabash Avenue,Approx. 143 N Wabash Ave,,,commercial_building,wholesale and manufacturing lofts,,Matthew Laflin estate,brick-and-steel walls; two freight elevators,5,85,new_construction,,A tall masonry-and-metal commercial block reflects the post-fire move toward durable loft construction.,"A later guide reports erection in 1879, 200 feet on Randolph by 40 feet on Wabash, five stories, 85 feet high and two freight elevators. The architect and the exact sequence of later height changes and demolition remain unresolved.",medium,true
CHI-POSTFIRE-CHI1879-001,CHI1879-001,1879,Leiter Building I,1879,1879,exact,1879,1972,exact,redevelopment,demolished,Northwest corner Fifth Avenue and Monroe Street; later 200-208 W Monroe Street,Northwest corner Wells Street and West Monroe Street,,,commercial_building,wholesale clothing store and loft building,William Le Baron Jenney,Levi Z. Leiter,"load-bearing masonry exterior and party walls; cast-iron interior columns/pilasters; timber girders and wood joists; iron, Lemont stone and pressed-brick facade",5,,new_construction,,"Post-fire commercial construction emphasized masonry and iron, broad daylight openings, heavy floor capacity and fire-prevention equipment.","The 1879 initial building had five stories plus basement; two stories were added in 1888. HABS identifies cast-iron members continuing from foundation to roof as an important step toward skeletal framing, but the building was not a complete metal skeleton. A contemporary account gives approximately 82 ft 10 in by 102 ft 6 in and an estimated $125,000 cost.",high,false
CHI-POSTFIRE-CHI1879-013,CHI1879-013,1879,Lock Street wooden bridge,1879,1879,exact,1879,,,,demolished/replaced,Lock Street crossing,Near present Chicago River and Lock Street alignment,,,bridge,street crossing,,Illinois and Michigan Canal Commissioners; State of Illinois,wood,,,new_infrastructure,,The wooden construction was an explicit exception or jurisdictional edge case relative to Chicago's 1874 citywide prohibition on new wood buildings; legal context requires review.,"Built in 1879 by the Canal Commissioners at state expense. The exact waterway, city-boundary status, dimensions and later history require engineering and map confirmation.",high,true
CHI-POSTFIRE-CHI1879-009,CHI1879-009,1879,Marquette School,1879,1879,exact,1879,,,,demolished/replaced,Southwest corner Wood and Congress Streets,Cook County medical-campus vicinity near W Harrison St and S Wood St,,,school,public elementary school,,Chicago Board of Education,brick masonry; steam heating,3,,new_construction,,Brick school construction complied with the post-1874 prohibition on new wood buildings.,"Andreas's visually checked 1879 table records 107.5 by 84 feet, three stories, steam heat, 945 sittings and $37,000 including heating and furniture. A later guide independently places the 1879 school at Wood and Congress but gives 800 capacity and $45,000 cost; Andreas controls the annual values pending Board proceedings.",high,true
CHI-POSTFIRE-CHI1879-020,CHI1879-020,1879,Nativity of Our Lord Church,1876,1879,exact,1879,,,,extant/altered,Dashiel Street and Thirty-seventh Street; later Union Avenue and 37th Street,653 W 37th St area,,,church,Catholic worship,P. C. Keely,Nativity of Our Lord Catholic parish,masonry Romanesque-Gothic church; detailed materials not stated,,,completion_and_dedication,,Masonry church construction complied with the post-1874 prohibition on new wood buildings.,"Foundation work began in 1876, the cornerstone was laid October 28, 1876, and the church was completed and dedicated September 1, 1879. Historical street-name/address reconciliation and the survival of specific 1879 fabric need architectural survey.",high,true
CHI-POSTFIRE-CHI1879-023,CHI1879-023,1879,Olympic Theatre renovation and reopening,,1879,exact,1879,,,,demolished,66-72 West Randolph Street with former Clark Street entrance,Randolph Street theater district near Clark Street,,,theater,public entertainment,,Olympic Theatre operators,pre-existing masonry theater; exterior and interior thoroughly renovated,,,renovation_conversion_and_reopening,Metropolitan Theatre,The refit of an existing post-fire assembly building should be evaluated against contemporary theater egress and fire-safety requirements.,"A Chicago Tribune account dated August 30, 1879 describes thorough exterior and interior renovation and reopening as the Olympic. This is an adaptive-reuse phase, not a new 1879 building.",medium,true
CHI-POSTFIRE-CHI1879-010,CHI1879-010,1879,Raymond School,1879,1879,exact,1879,,,,demolished/replaced/uncertain,Wabash Avenue at Thirty-sixth Place,3629-3653 S Wabash Ave,,,school,public elementary school,,Chicago Board of Education,brick masonry; steam heating,3,,new_construction,,Brick school construction complied with the post-1874 prohibition on new wood buildings.,"Andreas's visually checked table records erection in 1879, 70 by 84 feet, three stories, steam heat, 770 sittings and $29,500 total including heating and furniture. A later addition is reported for 1886; the surviving fabric and exact original footprint require Board and fire-insurance-map review.",high,true
CHI-POSTFIRE-CHI1879-022,CHI1879-022,1879,Sixth Presbyterian Church,1879,1879,year_only,1879,2009,year_only,Chicago Housing Authority demolition,demolished,Thirty-sixth Street and Vincennes Avenue,3600 S Vincennes Ave,,,church,Presbyterian worship,,Sixth Presbyterian congregation,masonry church; exact system not independently verified,,,new_construction,,"A church dated to 1879 would fall under the post-1874 citywide wood-building prohibition, but material and permit confirmation remain required.","WBEZ reports the church was built in 1879; WTTW corroborates the 3600 South Vincennes identity and later Ida B. Wells Homes context. Primary church, permit or contemporary newspaper confirmation is still needed.",medium,true
CHI-POSTFIRE-CHI1879-021,CHI1879-021,1879,St. Stephen German Evangelical Lutheran Church repair and refit,,1879,exact,1879,,,,demolished/unknown,Northwest corner Wentworth Avenue and Twenty-fifth Street,Approx. W 25th St and S Wentworth Ave,,,church,Lutheran worship,,St. Stephen German Evangelical Lutheran congregation,pre-existing frame church on brick basement; repaired and refitted,,,acquisition_repair_and_adaptive_reuse,"Pre-existing church building acquired September 1, 1879",The retained frame superstructure was pre-existing; the 1879 work was repair and refit rather than prohibited new frame construction.,"The congregation organized May 1, purchased the property September 1 for a reported $10,475, thoroughly repaired and refitted the approximately 1,000-seat church, installed an organ reported at $3,000, and dedicated it in fall 1879.",high,true
CHI-POSTFIRE-CHI1879-003,CHI1879-003,1879,United States Government Building west-basement post-office phase,1873,1880,exact,1879,1965,exact,Federal Center redevelopment,demolished,"Block bounded by Adams, Clark, Jackson and Dearborn Streets",Kluczynski Federal Building and Federal Center site,,,government_building,"post office, custom house and federal offices",Alfred B. Mullett; construction administration by federal successors,United States Government,masonry federal building with iron structural and fireproofing systems; phase details require federal specifications,,,partial_completion_and_occupancy_phase,1859 Custom House and Post Office destroyed in the Great Chicago Fire,Long-running federal masonry construction embodied post-fire fire-resistance goals; exact assemblies should be verified from federal drawings.,"The west half of the basement was finished and turned over for temporary post-office quarters in April 1879. Final building completion was in 1880, so this is not a 1879 whole-building completion despite simplified later references to an 1879 federal building.",high,true
